DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
02-Dec-25,"1,561.10","1,567.50","1,542.00","1,546.30",11389150
01-Dec-25,"1,575.00","1,577.50","1,563.60","1,566.10",8920233
28-Nov-25,"1,568.00","1,581.30","1,563.00","1,567.50",8959508
27-Nov-25,"1,575.00","1,575.50","1,556.00","1,563.40",9794643
26-Nov-25,"1,542.30","1,571.60","1,540.50","1,569.90",14054299
25-Nov-25,"1,535.90","1,559.60","1,525.10","1,539.70",15033482
24-Nov-25,"1,550.00","1,550.00","1,531.80","1,535.90",18433951
21-Nov-25,"1,541.00","1,557.80","1,540.10","1,546.60",9615271
20-Nov-25,"1,530.00","1,550.90","1,526.70","1,549.10",18171724
19-Nov-25,"1,517.40","1,522.30","1,512.00","1,518.90",5692366
18-Nov-25,"1,521.70","1,527.80","1,510.50","1,519.40",11045042
17-Nov-25,"1,520.90","1,523.70","1,511.50","1,518.30",5871416
14-Nov-25,"1,505.50","1,520.90","1,505.50","1,518.90",7682823
13-Nov-25,"1,515.00","1,522.10","1,506.80","1,510.90",7196443
12-Nov-25,"1,505.00","1,524.70","1,500.00","1,511.50",12384459
11-Nov-25,"1,497.00","1,498.80","1,480.20","1,493.40",7127506
10-Nov-25,"1,477.90","1,501.00","1,475.50","1,489.30",7068438
07-Nov-25,"1,494.60","1,498.40","1,475.90","1,478.00",7821765
06-Nov-25,"1,484.00","1,501.60","1,476.20","1,496.10",16772678
04-Nov-25,"1,483.90","1,492.80","1,470.10","1,473.10",10007806
03-Nov-25,"1,486.00","1,495.00","1,479.30","1,484.70",8452085
31-Oct-25,"1,490.40","1,497.50","1,482.30","1,486.40",8758053
30-Oct-25,"1,500.00","1,503.10","1,484.00","1,488.50",9318663
29-Oct-25,"1,490.00","1,508.30","1,488.10","1,504.20",11884745
28-Oct-25,"1,484.10","1,492.00","1,477.60","1,486.90",17631577
27-Oct-25,"1,463.00","1,485.00","1,458.00","1,484.10",14113867
24-Oct-25,"1,450.00","1,459.80","1,441.00","1,451.60",9700837
23-Oct-25,"1,475.00","1,482.90","1,444.60","1,448.40",18707090
21-Oct-25,"1,468.00","1,474.00","1,460.00","1,465.20",2066169
20-Oct-25,"1,440.00","1,473.80","1,433.30","1,466.80",24721978
17-Oct-25,"1,401.00","1,423.30","1,399.10","1,416.80",19335561
16-Oct-25,"1,375.10","1,400.50","1,375.00","1,398.30",12315932
15-Oct-25,"1,383.00","1,384.00","1,372.70","1,374.30",10882743
14-Oct-25,"1,380.00","1,388.00","1,370.10","1,375.90",9768174
